tweet_num,manual_tag,text,time_period
201,0,July 11  Wasaga Beach RecPlex. Buying it Selling a home in a legal Cannabis market. Free seminar for anyone thinking about buying or selling a home. Investors...do you know your rights? Protect your investment! https://t.co/PHMNS3RF3Y,6
202,0,<at>MaryAbrahams <at>indiecitizn <at>my_kesh Not on college education  single payer health care  pot legalization  Israel  public funding of election,2
203,1,<at>g8torgrrl ...die in a war.we are about to legalize marijuana.we aren't perfect but we aren't bad.i want these things for americans too.,2
204,0,What's the time line on #legalization of #cannabis in #canada by squeeze the cheeks?,1
205,1,<at>CPAC_TV PLEASE  PLEASE Legalize and Regulate Medical Cannabis Federally. So many can benefit from this low cost med and its derivatives.,3
206,0,if marijuana is legal does that mean p;politicians won't have to hide anymore and hypocrites will not run for council anymore,2
207,0,https://t.co/GUsBwOj7Yr abstinence is a great choice! Do we hv that choice in our air water & soil #ToxicMix #Pesticides ? <at>FreePEI #pei,5
208,0,Canada's Task Force #Cannabis Legalization &Regulation has released report detailing legalization... #pharma https://t.co/S7CQQVedgm #hcsm,3
209,0,<at>ShumLord <at>jjshiplett <at>CBCNews Private sector weed. This from Tilray $13 a gram. The legal producers are in for a ride awakening when they find they've priced themselves out of the market. Their shareholders are going to lose their minds. https://t.co/Af684ZU5on,6
210,-1,An important reminder that the ubiquity of MJ does not mean it's benign. Stand by the science! #EvidenceBasedPolicy https://t.co/3V7wrv0QQm,4
211,0,https://t.co/g5MmLYfZIW Allard decision sets the stage for the future of legal marijuana From <at>globeandmail,2
212,0,<at>DrKRandle hi Doc. I am not surprised by report. Our new Prime Minister in Canada intends to legalize pot. Put more focus on hard drugs,1
213,0,<at>Padifys he said he'd legalize weed,1
214,0,9 things to consider when talking to kids about pot https://t.co/crO0jtJvct #,4
215,0,Not even legal yet and already a company in the industry of cannabis health products is over a Billion $ Marijuana companies reach $1.1B friendly takeover deal,5
216,0,Meeting included discussions on pan-Canadian issues related to justice and public safety such as marijuana legalization #bcpoli #cdnpoli,4
217,0,The list of promises Justin wants Cdns to forget he made keeps growing: legal #cannabis   getting rid of #C51   tax cuts for poor  etc.,2
218,1,Witnessing and being a part of history in the making is truly remarkable:folded_hands::hundred_points: https://t.co/8Wd0QfZgZx,5
219,-1,"So all these millions for ""marijuana legalization transition"" are coming from police drug prohibition enforcement funding  right?",5
220,-1,In Washington state 2013 before legalization of marijuana was 38 deadly car accidents last year 75  200% increase,5
221,0,Cannabis is legal here. https://t.co/UGE11Lqryh #cannabis #medicine <at>JustinTrudeau https://t.co/rTf2PC5zrF,1
222,0,Time for Beauties & the Beast on <at>TheRoyGreenShow Corus radio Today  trade wars  low dollar  pot legalization  breathalizers & more! Pls join us!,6
223,1,When pot is legal I'm smoking that shit EVERYWHERE. Including your mom's basement  Just like old times.,1
224,0,"Jim Hole displays what could be a ""home kit"" for growing marijuana. Legalization set to happen July 1. #yeg https://t.co/jkLDD0LCmK",5
225,0,Minister with 'pot' in her name announces on 4/20 that legalization legislation is coming  conflict of interest?! https://t.co/qkPATGv7Yo,2
226,1,I don't hate marijuana or think it has no valid medical applications  I also 100% support total drug legalization.,2
227,-1,Anne McLellan spent her political career claiming pot was more dangerous than nicotine. Now we learn why she's the face of legalization: $$$,4
228,0,Premier <at>RachelNotley says the upfront funding for communities in regards to cannabis will roll out over the next couple of weeks  in time for legalization on October 17th. #ABLeg,6
229,0,Well  this is huge. Canada is actually going to legalize weed. Damn. https://t.co/U2gwzPwbmR,1
230,-1,My #OCannabis contributions include how legalization might crush small growers & what US investors see in Canada: https://t.co/M0SJTBYbg2,3
231,0,Will <at>CMAJ etc. call for increase in legal drinking age or otherwise condemn alcohol use in the same manner it often does with #cannabis?,4
232,-1,I actually hope Canada doesn't legalize marijuana  I don't wanna pay 60$ for a half quarter :weary_face::weary_face: https://t.co/UgY4ggR0c7,1
233,0,Jodie last Saturday plants cannabis culture legalization flag atop Toronto CN Tower to celebrate opening 801 Queen E https://t.co/Rgh6OlyWjf,2
234,1,<at>XtressoSH Why Marijuana Legalization Opponents Are ISIS Sympathizers,1
235,1,:glowing_star:Let Government outlaw #tobacco if it's so concerned about public health :collision: :glowing_star::women's_room::maple_leaf::white_heavy_check_mark::fleur-de-lis::Canada::cyclone::smiling_face_with_sunglasses::vulcan_salute_dark_skin_tone::snowflake::honeybee::chequered_flag::OK_hand_dark_skin_tone::hot_pepper: #cannabis #vote #truth https://t.co/lkDF0lIaEI,3
236,0,Is shutting down marijuana dispensaries a good use of resources as legalization becomes imminent? <at>ScottTalking https://t.co/rEAA4iCDtq,2
237,-1,Comox Valley Cops seek curfew & budget increase due to anticipated influx of Dirty Dancing after Marijuana is Legal. VicPD Chief Manak pleads for funds to help with reduced workload after legalization. <at>JodieEmery rolls eyes. #ReeferMadness #JusticeReformBC #bcpoli #yyj #cannabis https://t.co/iSxWc3ad4q,5
238,-1,<at>cbcmarketplace like to see the financial statement of recent unscientific Pot Doc.funded by Pharma or Booze Co? https://t.co/nKn8kpHvP0,3
239,1,<at>CNN Legalize Cannabis and help your Citizens and Soldiers. Take the Tax Revenue to help support Mental Illness and Addiction Recovery so that your Veterans can get the support they deserve. :United_States::Canada::sign_of_the_horns:,6
240,1,Inspired to see so many press gallery worthies furrow their brows & tut-tut at prospect of legal pot <at>althiaraj <at>ChantalHbert,4
241,1,High on legal marijuana,2
242,1,<at>Lafond66 It will be legal in Canada by next summer https://t.co/JMNUZCp8dA ... so weird that it's so taboo in USA,4
243,0,Conservative staffer fired after urging senators to delay vote on marijuana legalization bill https://t.co/owS26UhUqu via <at>torontostar,6
244,1,Pot is legal ...stop acting like it's not,3
245,0,Awesome to hear <at>NickelBelt & <at>celliottability debate over healthcare spending  LTC  rural care  cannabis legalization and more #ONPoli https://t.co/0VebGxPcGc,6
246,-1,Once you understand #USURY you know our legal system run by criminal #banksters and Y #cannabis is illegal. It is treason. <at>pmharper #elxn42,1
247,0,If you live in British Columbia the govt wants your thoughts on legalization of #cannabis for recreational use. https://t.co/wzhLO4FkGY,5
248,1,For me the #1 reason for legal pot is to not make ~30% of the population criminals. The #2 reason is to decimate the criminal element.,2
249,1,Why don't we sell legal weed in corner stores like ciggs and lottery,1
250,1,On this 4/20 I'd like to say that the Trudeau government should move to decriminalizing marijuana and forgiving the sentences of people who have been jailed for possession during his time as PM. If you were to legalize  you should decriminalize first.,6
251,0,<at>SWEARNET What will you do first on the day that #Weed becomes(hopefully) legal in Canada? #RickyAMFA,2
252,-1,"U.S. states with legal pot grapple with edible treats  impaired driving: ""It's going to be a lot harder to... https://t.co/eHfgk1uJIv",1
253,0,"<at>melrollingstone <at>NatashaRaey <at>goldy042 <at>JungleStrikeGuy <at>NICHECanada <at>jamiesashaw <at>OCannabiz <at>BarinderRasode <at>trinafraser <at>noabron <at>emblemcannabis If I have to ""comply"" it's not legalization. You haven't sacrificed to get Canada to this point so your blithe attitude is entirely understandable but so typical of modern cannabis industry players. More middlemen & women lusting after a slice of a pie they did nothing to earn.",6
254,1,<at>DebMaskensKCC <at>Kathleen_Wynne Don't forget Wine  legal & easier access to Cannabis. Wondered why they call themselves green Government!,1
255,0,Canadian doctors divided over details of legal marijuana https://t.co/V3UQzcXpfg,2
256,0,<at>VancouverGold With legal marijuana it easily could... hi-yo,4
257,0,.<at>ICRS_Society 27th Symposium International Cannabinoid Research Society #Montreal #legalization #cannabis . <at>NICHECanada a sponsor. https://t.co/GjsAdOr9aH,4
258,1,Vote Trudeau simply for having the brains to legalize pot.Then it can be taxed and regulated.drug war FAILED.....,1
259,0,Marijuana could be legal by Canada Day 2018 ottnews ottawa https://t.co/Q6UH2moS9y,3
260,0,Yes <at>LouiseMensch don't call on us again ok? I know weed is legal now here in :Canada:  but with good conscience we can't supply you any more. https://t.co/tqgM4cdCH2,4
261,0,See <at>JodieEmery and <at>MarcScottEmery's powerful testimony on cannabis 'legalization' in Canada: 13:56:00 #C45 https://t.co/pJWqIbFv4Q,4
262,0,I'm sorry but if you followed the election the biggest campaigner for the legalization of pot was Harper and his anti Trudeau messages 24/7,1
263,0,Alberta government outlines areas where public use of cannabis will be banned under legalization framewor... https://t.co/iiYVv5tOVG,5
264,0,#Marijuana is big business in Canada. Nearly five million #Canadians spent $1 200 each on marijuana last year. <at>StatCan_eng #Legalization is coming  are you ready? #marijuanalegalization #marijuanastats #drugstats #stats #knowthetruth https://t.co/AAMosv6ovl,6
265,1,<at>tedlieu Sessions is going to have fun next year as Canada has announced legalization of marijuana. See this.. https://t.co/6swUYKXijq...,5
266,0,New <at>CBCNews article interviewing me on what Canada should do about international drug control treaties <at>uocommonlaw https://t.co/lIfAQ8011U,3
267,1,Tell me  which candidate would legalize marijuana ? Which candidate would stop killing civilians in the middle East ?,3
268,1,Looking forward to marijuana being legal so the dealers stop loitering in my back lane. :pouting_face:,6
269,0,Legal #Marijuana Industry in Canada Will be Bigger Than Alcohol  Study Says https://t.co/hy2y9Ji21V #Cannabis #CdnHealth #hcsm https://t.co/hAAXGWeN8J,3
270,1,Growing Cannabis is so much more addictive than using it:smiling_face_with_heart-eyes:. #realmedicine #legalize #mygirls #fortheloveofBuddha :green_heart: https://t.co/Iyj1M5kLVC,1
271,1,PSA: 420 is boring and the only reason I care about marijuana legalization is to impact POC getting jailed over weed.,4
272,0,"<at>MATUGAMATUGA <at>JustinTrudeau People will still be arrested for ""legal"" cannabis post #C45",4
273,0,#Stigmabase USCA - Remember the start of the war to legalize marijuana - Not that Grant Krieger isn't feeling lost... https://t.co/R6UoaRPswU,3
274,-1,<at>DanaLarsen <at>AndrewScheer Yes Dana  because the average Canadian family is unfairly burdened with taxes on marijuana. And legal marijuana retailers are hurting. Not that any of them sell 100% their product legally...,6
275,1,<at>TooFartooFast <at>uofg Hey dumbass...marijuana will not be legal for kids anymore than alcohol is.....stop spreading these falsehoods. If you are so scared then don't smoke any.,5
276,0,<at>ThisBoyTV <at>MerlinYYC <at>manfromatlan <at>JustinTrudeau Even talk about legalization is BS. Coffee is legal. Marijuana? Kinda  sorta. Maybe?,3
277,0,Consideration of pot pardons overdue  says Ottawa activist https://t.co/MSHOwPOBxF,5
278,-1,"Tonight <at>HamiltonLibrary ""Conversations That Matter"" series: Healthy & Safe Communities. Insightful info on perceptions of community safety  the challenges facing 15-24 youths especially those suffering homelessness and the impacts of cannabis legalization on youth #FutureHamOnt https://t.co/TJwA3BYkCf",6
279,0,<at>LovelyStarMaker If cannabis is legal somehow in ur state then soon lol I need some of ur sista intuition on my love life... Help,5
280,-1,Are you fucking kidding me? One leaf looks like another leaf? This is Trump level stupidity  Denise. #C45 #fearmongering #cannabis #legalization https://t.co/l0adpXsKui,5
